C,/arquivo_100kb.bin,0.10188460350036621,3.531848907470703,3.6346514225006104,118967,32.89458693766721,0,1
C,/arquivo_100kb.bin,0.10139703750610352,1.5260217189788818,1.6285171508789062,102583,65.64697585335372,0,1
C,/arquivo_100kb.bin,0.10135507583618164,5.527231693267822,5.629981279373169,135351,23.914089054470775,0,1
C,/arquivo_100kb.bin,0.10135769844055176,11.53634524345398,11.639078617095947,102583,8.683747653473182,2,1
C,/arquivo_100kb.bin,0.1016550064086914,2.522726535797119,2.6253550052642822,110775,42.88166370887212,0,1
C,/arquivo_100kb.bin,0.10138416290283203,3.524888515472412,3.6272850036621094,118967,32.959541962117775,0,1
C,/arquivo_100kb.bin,0.10114336013793945,2.5233073234558105,2.625837564468384,110775,42.8717936701199,0,1
C,/arquivo_100kb.bin,0.1009066104888916,20.12306547164917,20.224767208099365,0,0.0,1,0
C,/arquivo_100kb.bin,0.10113978385925293,4.526145935058594,4.62824010848999,123246,26.591591080335306,0,1
C,/arquivo_100kb.bin,0.10139775276184082,6.528508901596069,6.630911111831665,102583,15.344807282564725,1,1
C,/arquivo_1mb.bin,0.10103869438171387,26.471113443374634,26.573801040649414,1155256,42.61927591044979,0,1
C,/arquivo_1mb.bin,0.10095930099487305,31.454668283462524,31.557487964630127,1196216,37.13851556063547,0,1
C,/arquivo_1mb.bin,0.10129046440124512,28.45613408088684,28.558632850646973,1171640,40.20854288385267,0,1
C,/arquivo_1mb.bin,0.1011960506439209,27.44186019897461,27.54441499710083,1163448,41.40315850535724,0,1
C,/arquivo_1mb.bin,0.10135793685913086,15.115739583969116,15.218368291854858,0,0.0,0,0
C,/arquivo_1mb.bin,0.10145783424377441,31.457418203353882,31.55974531173706,1196216,37.13526901503483,0,1
C,/arquivo_1mb.bin,0.10125017166137695,15.115892887115479,15.218091249465942,0,0.0,0,0
C,/arquivo_1mb.bin,0.10150766372680664,32.465434551239014,32.569207429885864,1204408,36.22867532062996,0,1
C,/arquivo_1mb.bin,0.1014106273651123,25.449437856674194,25.55214786529541,1147064,44.015891188191,0,1
C,/arquivo_1mb.bin,0.10118365287780762,29.444544792175293,29.547755241394043,1179832,39.13049753807655,0,1
C,/arquivo_5mb.bin,0.1014552116394043,134.8618357181549,134.96659088134766,5791928,41.94055091553654,0,1
C,/arquivo_5mb.bin,0.10095000267028809,15.115813970565796,15.217426300048828,0,0.0,0,0
C,/arquivo_5mb.bin,0.20215678215026855,894.0036814212799,894.208911895752,5882040,6.425230462550164,1,1
C,/arquivo_5mb.bin,0.10173964500427246,143.93496227264404,144.0392668247223,5865656,39.79699995786698,0,1
C,/arquivo_5mb.bin,0.10134744644165039,133.89695048332214,134.00144577026367,5783736,42.18303454344558,0,1
C,/arquivo_5mb.bin,2.0024166107177734,0,2.0024166107177734,0,0,0,0
C,/arquivo_5mb.bin,0.10157656669616699,137.85647439956665,137.96135807037354,5816504,41.20357576414166,0,1
C,/arquivo_5mb.bin,2.0023856163024902,0,2.0023856163024902,0,0,0,0
C,/arquivo_5mb.bin,0.10170435905456543,144.93646454811096,145.041348695755,5873848,39.577201675123675,0,1
C,/arquivo_5mb.bin,0.10099244117736816,128.7532844543457,128.85672760009766,5742776,43.55756601680006,0,1
